,Dissections
Cluster294,"Human MEC: 5.29%,  Human M1C: 5.16%,  Human Cla: 4.66%,  Human FI: 3.69%,  Human CA1U-CA2U-CA3U: 3.02%,  Human LEC: 2.96%,  Human MTG: 2.91%,  Human A25: 2.78%,  Human CEN: 2.66%,  Human ACC: 2.46%,  Human A13: 2.36%,  Human Pir: 2.33%,  Human A43: 2.31%,  Human BL: 2.28%,  Human A29-A30: 2.26%,  Human S1C: 2.16%,  Human A44-A45: 2.11%,  Human CA1C-CA3C: 2.08%,  Human Sub: 1.93%,  Human CMN: 1.86%,  Human A46: 1.83%,  Human A38: 1.80%,  Human AON: 1.80%,  Human SEP: 1.68%,  Human La: 1.63%,  Human CA3R: 1.62%,  Human CA4C-DGC: 1.62%,  Human A40: 1.61%,  Human A32: 1.55%,  Human TH-TL: 1.55%,  Human Idg: 1.54%,  Human A23: 1.46%,  Human CA1R-CA2R-CA3R: 1.39%,  Human A1C: 1.32%,  Human Ig: 1.31%,  Human ITG: 1.27%,  Human A5-A7: 1.20%,  Human STG: 1.10%,  Human BM: 1.09%,  Human A19: 1.03%,  Human CA1: 1.01%,  Human TF: 1.01%,  Human A35-A36: 0.93%,  Human Pro: 0.91%,  Human V2: 0.91%,  Human HTHso: 0.81%,  Human BNST: 0.74%,  Human V1C: 0.74%,  Human A14: 0.71%,  Human SI: 0.71%,  Human CA1-2R: 0.59%,  Human CoA: 0.58%,  Human DGU-CA4Upy: 0.48%,  Human CA2U-CA3U: 0.44%,  Human DGR-CA4Rpy: 0.36%,  Human Pu: 0.35%,  Human ANC: 0.25%,  Human CaB: 0.25%,  Human HTHpo-HTHso: 0.20%,  Human VA: 0.18%,  Human NAC: 0.16%,  Human GPe: 0.12%,  Human DGR-CA4: 0.11%,  Human HTHpo: 0.10%,  Human Pul: 0.08%,  Human LG: 0.08%,  Human SC: 0.08%,  Human SN: 0.06%,  Human LP: 0.06%,  Human HTHma-HTHtub: 0.05%,  Human HTHtub: 0.04%,  Human HTHso-HTHtub: 0.04%,  Human GPi: 0.03%,  Human PAG-DR: 0.03%,  Human VLN: 0.03%,  Human STH: 0.02%,  Human MD: 0.01%,  Human IO: 0.01%,  Human PTR: 0.01%,  Human ETH: 0.01%,  Human HTHma: 0.01%,  Human MN: 0.01%,  Human CM-Pf: 0.01%,  Human SN-RN: 0.01%"
Cluster295,"Human MEC: 5.18%,  Human M1C: 5.16%,  Human BL: 4.16%,  Human Pir: 4.06%,  Human CMN: 4.00%,  Human LEC: 3.70%,  Human CEN: 3.60%,  Human MTG: 3.47%,  Human BM: 2.76%,  Human La: 2.48%,  Human Cla: 2.46%,  Human S1C: 2.40%,  Human A43: 2.38%,  Human FI: 2.34%,  Human A40: 2.13%,  Human ITG: 2.07%,  Human A44-A45: 2.05%,  Human A38: 2.03%,  Human TH-TL: 1.99%,  Human Idg: 1.95%,  Human Ig: 1.91%,  Human CA1C-CA3C: 1.89%,  Human A5-A7: 1.89%,  Human CA1U-CA2U-CA3U: 1.83%,  Human A35-A36: 1.77%,  Human A29-A30: 1.75%,  Human A25: 1.73%,  Human A46: 1.71%,  Human ACC: 1.61%,  Human A13: 1.58%,  Human A19: 1.36%,  Human A23: 1.34%,  Human A1C: 1.34%,  Human Sub: 1.32%,  Human TF: 1.32%,  Human A32: 1.28%,  Human Pro: 1.22%,  Human STG: 1.18%,  Human CA4C-DGC: 1.08%,  Human HTHso: 1.06%,  Human V2: 1.04%,  Human AON: 1.00%,  Human SEP: 0.79%,  Human CA1R-CA2R-CA3R: 0.63%,  Human V1C: 0.57%,  Human DGU-CA4Upy: 0.53%,  Human A14: 0.53%,  Human SI: 0.53%,  Human CoA: 0.43%,  Human CA1: 0.41%,  Human DGR-CA4Rpy: 0.41%,  Human BNST: 0.37%,  Human HTHtub: 0.24%,  Human CA1-2R: 0.20%,  Human ANC: 0.20%,  Human Pu: 0.18%,  Human SC: 0.18%,  Human CA2U-CA3U: 0.18%,  Human HTHpo-HTHso: 0.14%,  Human LG: 0.12%,  Human HTHso-HTHtub: 0.12%,  Human CA3R: 0.10%,  Human SN: 0.08%,  Human VA: 0.08%,  Human DGR-CA4: 0.06%,  Human Pul: 0.04%,  Human CaB: 0.04%,  Human LP: 0.04%,  Human PTR: 0.02%,  Human MD: 0.02%,  Human PAG-DR: 0.02%,  Human MoRF-MoEN: 0.02%,  Human HTHma-HTHtub: 0.02%,  Human GPi: 0.02%,  Human VLN: 0.02%,  Human IC: 0.02%,  Human IO: 0.02%,  Human ETH: 0.02%,  Human HTHpo: 0.02%"
Cluster296,"Human M1C: 8.11%,  Human MEC: 6.18%,  Human MTG: 4.68%,  Human S1C: 3.32%,  Human A29-A30: 3.17%,  Human Cla: 2.94%,  Human BL: 2.87%,  Human A40: 2.60%,  Human A44-A45: 2.41%,  Human La: 2.30%,  Human A43: 2.30%,  Human A23: 2.23%,  Human CA1U-CA2U-CA3U: 2.14%,  Human A1C: 2.03%,  Human CEN: 1.99%,  Human A5-A7: 1.97%,  Human FI: 1.95%,  Human A38: 1.94%,  Human TH-TL: 1.90%,  Human Idg: 1.89%,  Human ITG: 1.88%,  Human LEC: 1.84%,  Human V2: 1.82%,  Human ACC: 1.81%,  Human Ig: 1.74%,  Human Sub: 1.72%,  Human A46: 1.70%,  Human TF: 1.69%,  Human A19: 1.69%,  Human A25: 1.67%,  Human A13: 1.65%,  Human STG: 1.61%,  Human A32: 1.48%,  Human CA1C-CA3C: 1.47%,  Human CMN: 1.36%,  Human BM: 1.34%,  Human Pro: 1.20%,  Human Pir: 1.19%,  Human V1C: 1.05%,  Human A35-A36: 0.96%,  Human CA4C-DGC: 0.89%,  Human AON: 0.78%,  Human CA1R-CA2R-CA3R: 0.73%,  Human HTHso: 0.57%,  Human A14: 0.49%,  Human SI: 0.48%,  Human LG: 0.44%,  Human SEP: 0.44%,  Human CA1-2R: 0.42%,  Human DGU-CA4Upy: 0.35%,  Human LP: 0.34%,  Human CA3R: 0.34%,  Human BNST: 0.33%,  Human DGR-CA4Rpy: 0.33%,  Human CoA: 0.28%,  Human SC: 0.26%,  Human Pul: 0.26%,  Human ANC: 0.22%,  Human DGR-CA4: 0.22%,  Human CA2U-CA3U: 0.21%,  Human Pu: 0.20%,  Human HTHpo-HTHso: 0.19%,  Human HTHpo: 0.16%,  Human CA1: 0.16%,  Human VA: 0.15%,  Human VLN: 0.10%,  Human SN: 0.09%,  Human CaB: 0.09%,  Human HTHso-HTHtub: 0.09%,  Human HTHtub: 0.06%,  Human MG: 0.06%,  Human MD: 0.06%,  Human VPL: 0.05%,  Human PAG-DR: 0.03%,  Human NAC: 0.03%,  Human MN: 0.03%,  Human LP-VPL: 0.03%,  Human GPe: 0.03%,  Human CM-Pf: 0.03%,  Human HTHma-HTHtub: 0.02%,  Human CM: 0.02%,  Human GPi: 0.02%,  Human SN-RN: 0.02%,  Human MoAN: 0.01%,  Human MoSR: 0.01%,  Human RN: 0.01%,  Human STH: 0.01%,  Human PTR: 0.01%,  Human ETH: 0.01%,  Human HTHma: 0.01%"
Cluster297,"Human SC: 73.53%,  Human SN: 20.59%,  Human PAG: 2.94%,  Human ETH: 2.94%"
Cluster298,"Human PnEN: 27.04%,  Human PB: 21.38%,  Human PnAN: 18.24%,  Human DTg: 11.32%,  Human CBV: 4.72%,  Human PnRF: 3.77%,  Human CbDN: 3.46%,  Human CBL: 2.83%,  Human IC: 1.89%,  Human MoAN: 1.57%,  Human MoRF-MoEN: 0.94%,  Human PN: 0.94%,  Human IO: 0.94%,  Human MoSR: 0.63%,  Human M1C: 0.31%"
Cluster299,"Human CbDN: 64.64%,  Human PnEN: 7.14%,  Human PB: 6.61%,  Human CBV: 4.64%,  Human PnRF: 3.21%,  Human IC: 2.32%,  Human PnAN: 2.14%,  Human SC: 1.96%,  Human CBL: 1.79%,  Human MoAN: 1.43%,  Human M1C: 1.07%,  Human IO: 0.89%,  Human PN: 0.71%,  Human MoSR: 0.54%,  Human DTg: 0.54%,  Human MoRF-MoEN: 0.18%,  Human PAG: 0.18%"
Cluster300,"Human CbDN: 58.88%,  Human PnEN: 12.40%,  Human PnRF: 8.12%,  Human PB: 4.44%,  Human PN: 4.02%,  Human DTg: 2.60%,  Human CBV: 2.01%,  Human SC: 1.76%,  Human PnAN: 1.34%,  Human MoAN: 1.09%,  Human IC: 1.09%,  Human MoSR: 0.50%,  Human CBL: 0.50%,  Human IO: 0.25%,  Human LG: 0.25%,  Human MoRF-MoEN: 0.25%,  Human PAG-DR: 0.17%,  Human MN: 0.08%,  Human ETH: 0.08%,  Human PTR: 0.08%,  Human SN: 0.08%"
Cluster301,"Human PnEN: 37.50%,  Human PnAN: 26.47%,  Human DTg: 16.91%,  Human PB: 9.56%,  Human MoAN: 4.41%,  Human MoRF-MoEN: 2.21%,  Human PnRF: 2.21%,  Human M1C: 0.74%"
Cluster302,"Human CBV: 42.34%,  Human CBL: 12.90%,  Human IO: 7.66%,  Human PnAN: 6.45%,  Human MoAN: 6.45%,  Human IC: 4.84%,  Human CbDN: 4.84%,  Human MoSR: 3.63%,  Human PnEN: 2.82%,  Human PB: 2.02%,  Human PN: 2.02%,  Human MoRF-MoEN: 1.21%,  Human DTg: 1.21%,  Human PnRF: 0.81%,  Human PAG-DR: 0.40%,  Human PTR: 0.40%"
Cluster303,"Human CBV: 93.33%,  Human CBL: 3.47%,  Human MoAN: 0.69%,  Human PnEN: 0.69%,  Human PnAN: 0.63%,  Human IC: 0.42%,  Human MoSR: 0.21%,  Human PnRF: 0.14%,  Human MoRF-MoEN: 0.14%,  Human SpC: 0.07%,  Human TH-TL: 0.07%,  Human SC: 0.07%,  Human MN: 0.07%"
Cluster304,"Human CBV: 87.20%,  Human CBL: 8.34%,  Human PnAN: 1.39%,  Human MoAN: 0.83%,  Human IO: 0.70%,  Human PnEN: 0.56%,  Human PnRF: 0.28%,  Human MoSR: 0.28%,  Human IC: 0.14%,  Human DTg: 0.14%,  Human HTHpo-HTHso: 0.14%"
Cluster305,"Human CBV: 79.06%,  Human CBL: 7.85%,  Human IC: 3.66%,  Human PnEN: 2.62%,  Human MoSR: 2.09%,  Human CbDN: 1.05%,  Human PnAN: 1.05%,  Human PnRF: 0.52%,  Human SI: 0.52%,  Human IO: 0.52%,  Human SpC: 0.52%,  Human DTg: 0.52%"
Cluster306,"Human CBV: 84.22%,  Human CBL: 7.21%,  Human PnEN: 1.53%,  Human MoAN: 1.29%,  Human IC: 1.21%,  Human PnAN: 1.09%,  Human IO: 0.96%,  Human MoSR: 0.91%,  Human DTg: 0.29%,  Human PB: 0.24%,  Human SpC: 0.24%,  Human CbDN: 0.20%,  Human PnRF: 0.20%,  Human MoRF-MoEN: 0.18%,  Human PN: 0.06%,  Human MN: 0.05%,  Human SN-RN: 0.03%,  Human SEP: 0.02%,  Human RN: 0.02%,  Human PAG-DR: 0.02%,  Human TH-TL: 0.02%,  Human GPe: 0.02%"
Cluster307,"Human CBV: 58.87%,  Human CBL: 10.03%,  Human PnEN: 5.66%,  Human MoAN: 4.80%,  Human IC: 4.57%,  Human MoSR: 3.77%,  Human IO: 3.11%,  Human PnAN: 2.85%,  Human CbDN: 1.36%,  Human PB: 1.23%,  Human DTg: 0.99%,  Human SpC: 0.86%,  Human PnRF: 0.79%,  Human MoRF-MoEN: 0.36%,  Human MN: 0.20%,  Human PN: 0.17%,  Human PAG-DR: 0.07%,  Human PTR: 0.07%,  Human MD: 0.03%,  Human SN: 0.03%,  Human V2: 0.03%,  Human BNST: 0.03%,  Human GPe: 0.03%,  Human HTHma: 0.03%,  Human SC: 0.03%"
Cluster308,"Human CBV: 77.83%,  Human PnAN: 6.85%,  Human CBL: 5.76%,  Human PnEN: 2.39%,  Human MoSR: 1.85%,  Human MoAN: 1.09%,  Human M1C: 0.98%,  Human CbDN: 0.87%,  Human IO: 0.54%,  Human PnRF: 0.33%,  Human PB: 0.33%,  Human PAG: 0.22%,  Human DTg: 0.22%,  Human PN: 0.11%,  Human MoRF-MoEN: 0.11%,  Human MTG: 0.11%,  Human MG: 0.11%,  Human LG: 0.11%,  Human IC: 0.11%,  Human SN-RN: 0.11%"
Cluster309,"Human PnEN: 37.80%,  Human PnAN: 28.15%,  Human PB: 12.33%,  Human DTg: 9.38%,  Human CbDN: 8.58%,  Human MoSR: 1.34%,  Human PN: 1.07%,  Human SN: 0.80%,  Human MoAN: 0.27%,  Human PnRF: 0.27%"
Cluster310,"Human CBV: 34.78%,  Human PnAN: 19.72%,  Human CbDN: 13.14%,  Human IO: 8.13%,  Human IC: 4.99%,  Human CBL: 4.51%,  Human MoAN: 4.08%,  Human PnEN: 2.30%,  Human PB: 2.21%,  Human MoRF-MoEN: 1.69%,  Human PnRF: 1.26%,  Human MoSR: 1.18%,  Human DTg: 0.42%,  Human PN: 0.29%,  Human M1C: 0.25%,  Human SpC: 0.25%,  Human PAG-DR: 0.23%,  Human MN: 0.15%,  Human PTR: 0.10%,  Human SC: 0.07%,  Human MG: 0.04%,  Human GPe: 0.03%,  Human LG: 0.03%,  Human PAG: 0.02%,  Human HTHma: 0.02%,  Human SN-RN: 0.01%,  Human ETH: 0.01%,  Human ANC: 0.01%,  Human CM-Pf: 0.01%,  Human TH-TL: 0.01%,  Human CA1C-CA3C: 0.01%,  Human Pul: 0.01%,  Human CMN: 0.01%,  Human LEC: 0.01%,  Human MD: 0.01%,  Human SN: 0.01%,  Human HTHpo-HTHso: 0.00%,  Human BL: 0.00%,  Human SEP: 0.00%,  Human VLN: 0.00%,  Human CA4C-DGC: 0.00%,  Human CA1R-CA2R-CA3R: 0.00%"
Cluster311,"Human CBV: 33.66%,  Human CBL: 22.95%,  Human CbDN: 16.14%,  Human IC: 7.38%,  Human IO: 5.72%,  Human PnAN: 3.68%,  Human MoRF-MoEN: 3.16%,  Human PB: 2.33%,  Human MoAN: 1.18%,  Human PnEN: 0.95%,  Human PnRF: 0.81%,  Human SpC: 0.80%,  Human PN: 0.32%,  Human MoSR: 0.21%,  Human DTg: 0.15%,  Human GPe: 0.13%,  Human PAG-DR: 0.12%,  Human LG: 0.05%,  Human SN-RN: 0.04%,  Human SC: 0.04%,  Human MN: 0.03%,  Human PTR: 0.03%,  Human SN: 0.02%,  Human MG: 0.01%,  Human CEN: 0.01%,  Human Pul: 0.01%,  Human TF: 0.01%,  Human HTHma: 0.01%,  Human CA4C-DGC: 0.01%,  Human HTHpo-HTHso: 0.01%,  Human PAG: 0.01%,  Human CMN: 0.01%,  Human MD: 0.01%,  Human ANC: 0.00%,  Human ETH: 0.00%,  Human MEC: 0.00%,  Human BL: 0.00%,  Human TH-TL: 0.00%,  Human HTHso-HTHtub: 0.00%,  Human CM-Pf: 0.00%,  Human SI: 0.00%,  Human DGU-CA4Upy: 0.00%,  Human A19: 0.00%,  Human BNST: 0.00%,  Human VLN: 0.00%,  Human A29-A30: 0.00%,  Human GPi: 0.00%,  Human A38: 0.00%,  Human LP: 0.00%,  Human CA1C-CA3C: 0.00%,  Human CA1R-CA2R-CA3R: 0.00%,  Human M1C: 0.00%,  Human SEP: 0.00%,  Human RN: 0.00%,  Human CaB: 0.00%"
Cluster312,"Human MoAN: 47.20%,  Human PnAN: 33.22%,  Human MoSR: 8.16%,  Human MoRF-MoEN: 4.25%,  Human CbDN: 2.52%,  Human IO: 1.37%,  Human CBV: 0.98%,  Human PnEN: 0.98%,  Human IC: 0.35%,  Human PnRF: 0.30%,  Human PB: 0.22%,  Human CBL: 0.11%,  Human PN: 0.09%,  Human MN: 0.04%,  Human PAG-DR: 0.04%,  Human SEP: 0.04%,  Human LG: 0.02%,  Human PAG: 0.02%,  Human PTR: 0.02%,  Human GPe: 0.02%,  Human DGR-CA4Rpy: 0.02%,  Human Pul: 0.02%,  Human SpC: 0.02%"
Cluster313,"Human MEC: 14.48%,  Human CA4C-DGC: 10.69%,  Human DGR-CA4Rpy: 6.68%,  Human CA1U-CA2U-CA3U: 6.24%,  Human CMN: 6.24%,  Human CA1-2R: 4.23%,  Human LG: 3.79%,  Human Pir: 3.34%,  Human CA1R-CA2R-CA3R: 3.34%,  Human CA1C-CA3C: 3.12%,  Human DGU-CA4Upy: 2.90%,  Human SN: 2.90%,  Human AON: 2.45%,  Human A29-A30: 1.78%,  Human MN: 1.56%,  Human DGR-CA4: 1.34%,  Human CA3R: 1.34%,  Human LEC: 1.11%,  Human A23: 1.11%,  Human A32: 1.11%,  Human HTHso: 0.89%,  Human Pro: 0.89%,  Human STG: 0.89%,  Human MTG: 0.89%,  Human A25: 0.67%,  Human Ig: 0.67%,  Human HTHtub: 0.67%,  Human V2: 0.67%,  Human V1C: 0.67%,  Human S1C: 0.67%,  Human CoA: 0.67%,  Human A43: 0.67%,  Human CA2U-CA3U: 0.67%,  Human Sub: 0.67%,  Human CA1: 0.45%,  Human Cla: 0.45%,  Human FI: 0.45%,  Human CEN: 0.45%,  Human A35-A36: 0.45%,  Human HTHpo-HTHso: 0.45%,  Human HTHso-HTHtub: 0.45%,  Human ACC: 0.45%,  Human A13: 0.45%,  Human PAG: 0.45%,  Human SEP: 0.45%,  Human Pul: 0.45%,  Human TH-TL: 0.45%,  Human SC: 0.45%,  Human MG: 0.45%,  Human A38: 0.22%,  Human RN: 0.22%,  Human A46: 0.22%,  Human A44-A45: 0.22%,  Human A40: 0.22%,  Human BNST: 0.22%,  Human HTHma: 0.22%,  Human HTHpo: 0.22%,  Human TF: 0.22%,  Human A1C: 0.22%,  Human ITG: 0.22%,  Human Idg: 0.22%,  Human M1C: 0.22%,  Human A14: 0.22%,  Human SI: 0.22%"
Cluster314,"Human CBV: 23.81%,  Human PnAN: 21.43%,  Human MoAN: 16.67%,  Human MoSR: 14.29%,  Human IC: 4.76%,  Human PnEN: 4.76%,  Human IO: 4.76%,  Human PN: 2.38%,  Human PB: 2.38%,  Human PnRF: 2.38%,  Human CBL: 2.38%"
Cluster315,"Human PnEN: 47.19%,  Human DTg: 31.09%,  Human PN: 9.36%,  Human PB: 4.87%,  Human PnRF: 3.00%,  Human M1C: 1.50%,  Human MoSR: 1.12%,  Human MoAN: 0.75%,  Human SN: 0.37%,  Human PnAN: 0.37%,  Human PAG: 0.37%"
Cluster316,"Human PnEN: 53.38%,  Human MoAN: 10.68%,  Human DTg: 8.72%,  Human PnRF: 8.30%,  Human MoRF-MoEN: 6.40%,  Human PN: 4.80%,  Human MoSR: 3.82%,  Human IO: 1.13%,  Human PnAN: 1.08%,  Human M1C: 0.52%,  Human SN: 0.52%,  Human PB: 0.31%,  Human CbDN: 0.21%,  Human PAG: 0.10%,  Human GPi: 0.05%"
Cluster317,"Human PnRF: 36.15%,  Human PnEN: 23.63%,  Human PN: 22.54%,  Human DTg: 15.09%,  Human IO: 1.44%,  Human MoRF-MoEN: 0.29%,  Human MoAN: 0.25%,  Human PB: 0.21%,  Human MoSR: 0.16%,  Human SN: 0.14%,  Human GPi: 0.04%,  Human CM-Pf: 0.02%,  Human IC: 0.02%,  Human MN: 0.02%"
Cluster318,"Human PN: 54.94%,  Human PnEN: 17.10%,  Human DTg: 14.06%,  Human PnRF: 12.06%,  Human PB: 0.53%,  Human SN: 0.46%,  Human IO: 0.38%,  Human MoAN: 0.16%,  Human GPi: 0.09%,  Human MoSR: 0.09%,  Human PnAN: 0.06%,  Human PAG: 0.04%,  Human MoRF-MoEN: 0.03%"
Cluster319,"Human PN: 45.92%,  Human PnEN: 25.53%,  Human PnRF: 14.96%,  Human DTg: 10.52%,  Human SN: 0.98%,  Human PB: 0.65%,  Human IO: 0.33%,  Human MoRF-MoEN: 0.24%,  Human MoSR: 0.24%,  Human PAG: 0.22%,  Human PnAN: 0.18%,  Human MoAN: 0.16%,  Human GPi: 0.06%"
Cluster320,"Human PN: 27.65%,  Human PnEN: 25.84%,  Human PnRF: 21.47%,  Human DTg: 14.50%,  Human GPi: 3.17%,  Human IO: 2.95%,  Human MoSR: 1.32%,  Human MoAN: 1.15%,  Human PB: 0.77%,  Human MoRF-MoEN: 0.74%,  Human SN: 0.23%,  Human PnAN: 0.14%,  Human PAG: 0.03%,  Human TF: 0.01%,  Human CbDN: 0.01%,  Human SEP: 0.01%,  Human Pul: 0.00%"
Cluster321,"Human PnEN: 40.39%,  Human PN: 30.92%,  Human DTg: 13.14%,  Human PnRF: 10.90%,  Human IO: 1.43%,  Human MoAN: 0.89%,  Human MoSR: 0.89%,  Human PAG: 0.36%,  Human CbDN: 0.27%,  Human PB: 0.27%,  Human PnAN: 0.27%,  Human M1C: 0.09%,  Human MoRF-MoEN: 0.09%,  Human GPi: 0.09%"
Cluster322,"Human PnEN: 48.02%,  Human DTg: 22.62%,  Human MoRF-MoEN: 8.53%,  Human PnRF: 8.33%,  Human MoSR: 4.96%,  Human PnAN: 3.37%,  Human MoAN: 1.98%,  Human PN: 1.19%,  Human PB: 0.40%,  Human M1C: 0.40%,  Human GPi: 0.20%"
Cluster323,"Human MN: 49.24%,  Human HTHma-HTHtub: 39.60%,  Human HTHma: 7.49%,  Human HTHtub: 3.36%,  Human STH: 0.15%,  Human SN: 0.15%"
Cluster324,"Human MN: 52.26%,  Human HTHma-HTHtub: 34.19%,  Human HTHma: 13.55%"
Cluster325,"Human MN: 50.63%,  Human HTHma-HTHtub: 43.39%,  Human HTHma: 5.99%"
Cluster326,"Human MN: 64.13%,  Human HTHma: 24.53%,  Human HTHma-HTHtub: 11.01%,  Human HTHtub: 0.32%"
Cluster327,"Human MN: 66.67%,  Human HTHma: 27.77%,  Human HTHma-HTHtub: 5.44%,  Human HTHtub: 0.06%,  Human SN-RN: 0.06%"
Cluster328,"Human MN: 40.37%,  Human HTHma: 29.45%,  Human HTHtub: 26.04%,  Human HTHma-HTHtub: 3.88%,  Human HTHso-HTHtub: 0.26%"
Cluster329,"Human HTHma-HTHtub: 33.36%,  Human HTHtub: 25.82%,  Human MN: 23.47%,  Human HTHma: 17.01%,  Human SN-RN: 0.20%,  Human STH: 0.07%,  Human SN: 0.07%"
Cluster330,"Human MN: 44.63%,  Human HTHma-HTHtub: 36.12%,  Human HTHma: 19.19%,  Human HTHtub: 0.06%"
Cluster331,"Human MN: 45.71%,  Human HTHma: 22.86%,  Human HTHma-HTHtub: 18.86%,  Human HTHtub: 9.14%,  Human SN-RN: 1.14%,  Human SN: 1.14%,  Human M1C: 1.14%"
Cluster332,"Human MN: 44.67%,  Human HTHma: 37.04%,  Human HTHtub: 9.61%,  Human HTHma-HTHtub: 8.58%,  Human STH: 0.09%"
Cluster333,"Human HTHma-HTHtub: 36.01%,  Human HTHtub: 28.69%,  Human MN: 27.00%,  Human HTHma: 5.91%,  Human M1C: 0.98%,  Human CM-Pf: 0.42%,  Human STH: 0.28%,  Human SN-RN: 0.28%,  Human HTHpo-HTHso: 0.14%,  Human MG: 0.14%,  Human DTg: 0.14%"
Cluster334,"Human ETH: 62.81%,  Human MD-Re: 27.88%,  Human SC: 6.31%,  Human PAG-DR: 1.90%,  Human CM: 0.95%,  Human PN: 0.10%,  Human VLN: 0.05%"
Cluster335,"Human IO: 70.80%,  Human PnRF: 13.49%,  Human MoSR: 3.22%,  Human MoRF-MoEN: 3.02%,  Human PAG-DR: 2.11%,  Human DTg: 1.51%,  Human MoAN: 1.31%,  Human PTR: 1.11%,  Human SC: 0.91%,  Human PnEN: 0.70%,  Human SN: 0.60%,  Human HTHpo-HTHso: 0.20%,  Human PB: 0.20%,  Human CM-Pf: 0.10%,  Human MG: 0.10%,  Human IC: 0.10%,  Human VLN: 0.10%,  Human BNST: 0.10%,  Human GPe: 0.10%,  Human ETH: 0.10%,  Human STH: 0.10%"
Cluster336,"Human SN-RN: 59.70%,  Human PAG: 18.29%,  Human CM-Pf: 7.68%,  Human SN: 5.54%,  Human PAG-DR: 4.51%,  Human PTR: 2.85%,  Human RN: 0.48%,  Human MG: 0.32%,  Human MoAN: 0.16%,  Human SC: 0.16%,  Human MoRF-MoEN: 0.08%,  Human MoSR: 0.08%,  Human VLN: 0.08%,  Human HTHma: 0.08%"
Cluster337,"Human GPi: 53.89%,  Human GPe: 26.42%,  Human SN: 16.06%,  Human SN-RN: 1.55%,  Human SI: 1.55%,  Human HTHma-HTHtub: 0.52%"
Cluster338,"Human MoAN: 53.43%,  Human MoSR: 34.00%,  Human MoRF-MoEN: 11.71%,  Human SEP: 0.29%,  Human GPe: 0.29%,  Human PnRF: 0.29%"
Cluster339,"Human DTg: 39.06%,  Human PnRF: 35.17%,  Human PB: 16.56%,  Human PnEN: 8.18%,  Human MoAN: 0.41%,  Human PnAN: 0.41%,  Human SN: 0.20%"
Cluster340,"Human PB: 67.09%,  Human DTg: 14.63%,  Human PnEN: 5.12%,  Human IC: 4.20%,  Human PAG: 3.84%,  Human MG: 1.46%,  Human SC: 0.91%,  Human PnRF: 0.91%,  Human PnAN: 0.55%,  Human PAG-DR: 0.37%,  Human HTHpo-HTHso: 0.18%,  Human PTR: 0.18%,  Human HTHpo: 0.18%,  Human ETH: 0.18%,  Human CEN: 0.18%"
Cluster341,"Human DTg: 81.29%,  Human PnEN: 11.11%,  Human PnAN: 4.68%,  Human PnRF: 1.17%,  Human PB: 0.58%,  Human MoAN: 0.58%,  Human MoSR: 0.29%,  Human MoRF-MoEN: 0.29%"
Cluster342,"Human CbDN: 97.00%,  Human PnAN: 1.04%,  Human PB: 0.58%,  Human PTR: 0.35%,  Human PAG: 0.23%,  Human DTg: 0.23%,  Human Pul: 0.12%,  Human MoRF-MoEN: 0.12%,  Human SC: 0.12%,  Human LG: 0.12%,  Human SN-RN: 0.12%"
Cluster343,"Human MoAN: 47.69%,  Human SpC: 34.07%,  Human MoSR: 9.19%,  Human DTg: 3.18%,  Human PnEN: 1.57%,  Human PAG-DR: 0.89%,  Human SC: 0.61%,  Human PnRF: 0.61%,  Human PnAN: 0.46%,  Human HTHpo-HTHso: 0.39%,  Human MoRF-MoEN: 0.36%,  Human MG: 0.14%,  Human PTR: 0.14%,  Human ETH: 0.11%,  Human AON: 0.11%,  Human CEN: 0.07%,  Human PB: 0.07%,  Human LG: 0.04%,  Human PAG: 0.04%,  Human M1C: 0.04%,  Human CMN: 0.04%,  Human IC: 0.04%,  Human HTHso-HTHtub: 0.04%,  Human VLN: 0.04%,  Human SN: 0.04%,  Human HTHma: 0.04%"
Cluster344,"Human MoAN: 29.07%,  Human SpC: 21.90%,  Human MoRF-MoEN: 17.32%,  Human MoSR: 14.64%,  Human PB: 8.99%,  Human DTg: 2.46%,  Human PnEN: 2.46%,  Human PAG-DR: 0.78%,  Human PnAN: 0.70%,  Human SC: 0.27%,  Human PnRF: 0.27%,  Human ETH: 0.19%,  Human IC: 0.16%,  Human HTHpo-HTHso: 0.16%,  Human PTR: 0.08%,  Human AON: 0.08%,  Human MG: 0.08%,  Human PAG: 0.08%,  Human CEN: 0.08%,  Human HTHso-HTHtub: 0.08%,  Human Pul: 0.03%,  Human SN: 0.03%,  Human ANC: 0.03%,  Human HTHpo: 0.03%,  Human STH: 0.03%,  Human CBV: 0.03%"
